,title,text,url
0,Finance Project Manager bei ALSTOM Transport Austria GmbH | karriere.at,"We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 70000 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact. We are looking for Finance Project Manager for our site in Vienna, AUSTRIA
The Finance Project Manager leads the finances for LRV projects to improve the overall project performance. He or she participates in the overall Project Management process jointly with the Project Manager. As a key member of the project, he or she provides financial analysis, advice, and guidance to support the project team in making the best business decisions for the project. He is the main partner for the financial strategy success of the project. Main tasks: Control the financial performance of the project and propose action plans to improve contract margin and cash profile as well as corrective action plans to mitigate identified risks. Raise “Early Warnings"" when necessary to increase management attention. Promote cost and cash awareness in the project team. Key player in the regular project reviews together with PM (Monthly project reviews, financial project reviews) Conduct regular work package reviews with the functions to understand the project balance to go and identify and evaluate risks and opportunities. Contribute to Budget and Forecast processes. Optimize financial aspects on the project organization, tax, hedging, financing, bonding Add insight and accuracy to project financial information (e.g. forecasts, revenue, cash, cost). Ensure compliance with local regulations, especially for tax and statutory accounts purposes. Cooperate with other expert functions (e.g. legal, platforms, Operational Excellence, etc.). Contribute to negotiation processes to secure project success (customer and / or partner). Support PM in risks and opportunities process and sign-off contingencies/committed savings. Partner with project management and contract management in contract & claim management (focus on finance topics & risks profile). Communicate effectively with Project Stakeholders and provide reliable financial analysis to assist in the decision-making. Support project audits and communicate with auditors. Negotiation and working with the costumer Skills and Qualifications: Bachelor/Master of economics with focus on Finance minimum 3 to 5 years experience in controlling; preferably project controlling Good communicator with all levels of the organisation
Team player Experienced in Microsoft Office (especially Microsoft Excel) and SAP R/3 English fluently, German language skills are an asset. The minimum salary for this position is € 3400 gross / month (14 x) for full-time employment according to the collective bargaining agreement. Overpayment depends on relevant work experience and qualifications. Benefits: Canteen and meal allowance Easily accessible and parking space Flexible working hours and Home Office Company pension plan and employee benefits Company doctor and health measures An agile, inclusive and responsible culture is the foundation of our company where diverse people are offered excellent opportunities to grow, learn and advance in their careers. We are committed to encouraging our employees to reach their full potential, while valuing and respecting them as individuals. Apply now",https://www.karriere.at/jobs/6626390
1,Junior Privatkundenberater:in im Innendienst/Aussendienst bei Pegasos Finance GmbH | karriere.at,"Die Pegasos Finance Gmbh ist eines der führenden unabhängigen Finanzdienstleister in der Schweiz. Nun expandieren wir nach Österreich und suchen Verstärkung für unseren neu gegründeten Standort in Wien. Wir bieten per sofort oder nach Vereinbarung sympathischen, kommunikativen, dynamischen und initiativen Persönlichkeiten mit abgeschlossener Berufslehre, die einmalige Karrierechance als Privatkundenberater/in (auch Quereinsteiger). Junior Privatkundenberater:in im Innendienst/Aussendienst (Quereinsteiger willkommen) Vollzeitanstellung, per sofort oder nach Vereinbarung, Arbeitsort: Millennium Tower Wien Deine Aufgaben:Feststehende Kundentermine Beraten (keine Telefonakquise)Du betreust Deine Kunden nach ihren Bedürfnissen und erarbeitest die bestmögliche LösungDu bist für die Nachbearbeitung und Sicherstellung der Qualität Deiner Kunden zuständigDu planst Deinen Tag selbstständig ein und nutzt freie Zeiten zur persönlichen OptimierungDu stehst im täglichen Kundenkontakt (mehrheitlich online, gelegentlich auch persönlich) Dein Profil:Du verfügst über eine erfolgreich abgeschlossene Berufslehre (Verkauf / Kaufmännisch von Vorteil)Du bist motiviert und verfügst über eine hohe SozialkompetenzDu hast eine gewinnbringende Persönlichkeit, bist ein Kommunikationstalent und bringst ein gesundes Durchsetzungsvermögen mitDu verfügst im Optimalfall über einen Fahrausweis der Kategorie BDein Alter liegt idealerweise zwischen 20 und 35 Jahre Wir bieten:Hohes Mass an Freiraum in einem zukunftsorientierten UmfeldQualitativ hochwertige und bereits feststehende Kundentermine (2-5 / Tag)Eine gezielte Einführung und BetreuungÜberdurchschnittliches Gehalt (Variabel: Fixum/Provisioniert)Junges und dynamisches Umfeld Pegasos Finance GmbH Sebastian Marjakaj
Tuchlauben 7a
1010 Wien",https://www.karriere.at/jobs/6612797
2,Intern Corporate Finance Solutions (all genders) bei Erste Bank | karriere.at,"Working at Erste Group means pursuing a common goal and being enthusiastic about shared values. We always treat one another with respect, empathy, and understanding for our diverse backgrounds. This applies to our customers as well as to our employees. Intern Corporate Finance Solutions (all genders) Location: Vienna Working-Hours: Full-time Occupation Area: Financial management and controlling, Financial markets Company: Erste Group Bank AG Erste Group was founded in 1819 as the first Austrian savings bank and today it is one of the largest banking groups in Central and Eastern Europe (CEE). As an attractive employer, Erste Group offers interesting career opportunities in an international environment. Corporate Finance Solutions is part of Group Corporates division and looking for an Intern for 6 months full-time. We offer structured loan solutions and advisory services to our clients beyond standard banking products: leveraged loans (for private equity and corporate clients), project finance (PPP & conventional), and productneutral advice on financial structures (“Strategic Dialogue”).The candidate will be a member of a dynamic and international team of product experts, which originates, structures, and executes (i) loan transactions for non-investment grade middle-market companies in the CEE region across a variety of industries to support leveraged buyouts, acquisition financings, refinancings and restructurings, (ii) project finance transactions, and (iii) Strategic Dialogues for Large Corporate clients. Your Tasks Financial/Credit analysis Playing an active role in the execution of structured finance transactions Working on pitch presentations and related research Composing credit/transaction applications and credit reviews for structured finance transactions with the assistance of colleagues and guidance by senior team members Working on cash flow analysis based on financial modelling Your Background Currently enrolled at a University/University of Applied Sciences with focus on finance, business, law, mathematics or similar paired with personal interest in banking, finance, and capital markets Strong quantitative capabilities Fluency in English Prior internships in commercial and/or investment banks and Eastern European languages are beneficial but not a strict requirement Our Offer We offer you an exciting and challenging full-time internship (38,5h/week) in an interesting and dynamic field as of March 2023 for a duration of 6 months
We support your professional and personal development
We guarantee an internship allowance of minimum EUR 1.700 gross per month (on a full-time basis)
Discover and enjoy the benefits of Erste Group
Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin Apply online Follow us:",https://www.karriere.at/jobs/6577136
3,Consultant (m/w/d) Corporate Finance /Transaktionsberatung bei Rabel & Partner GmbH Wirtschaftsprüfungs und Steuerberatungsgesellschaft | karriere.at,"Für unseren Standort in Graz suchen wir Sie Consultant (m/w/d) Corporate Finance /Transaktionsberatung rabelpartner.at Ihre Aufgaben In einem eingespielten Team eingebettet, leisten Sie wertvolle Beiträge bei der Lösung von betriebswirtschaftlichen Fragestellungen für unsere Kunden, insbesondere durch Jahresabschluss-, Planungs-, Markt- und Wettbewerbsanalysen sowie die Erstellung von Financial Models. Dadurch tragen Sie dazu bei, unsere Kunden bei sensiblen Entscheidungen bestmöglich zu unterstützen. Ein Schwerpunkt unserer Beratung liegt auf Unternehmensbewertungen, Sanierungen und Unternehmenstransaktionen (M&A). Durch Ihre Lernbereitschaft und die enge Zusammenarbeit mit erfahrenen Kolleg:innen werden Sie eine steile Lernkurve durchlaufen, die Ihnen weitere Karriereschritte ermöglichen wird. Ihr Profil Abgeschlossenes einschlägiges Bachelor- und Masterstudium Sehr gute MS-Office-Kenntnisse Unser Angebot Mitarbeit in einem hochmotivierten, jungen Team Sichere, berufliche Perspektive Flexible Arbeitszeitmodelle Attraktives Karrieremodell Weitreichende Unterstützung bei der Finanzierung von Aus- und Fortbildungen Mentorenprogramm ab dem ersten Arbeitstag Ausgezeichnetes Betriebsklima Hochmoderner Unternehmensstandort mit sehr guter öffentlicher Verkehrsanbindung Das Jahresbruttogehalt beträgt ab € 36.000,- (mit abgeschlossenem Masterstudium für eine Vollzeitbeschäftigung, Mehrleistungen werden gesondert vergütet). Eine Überzahlung je nach Qualifikation und Berufserfahrung ist selbstverständlich möglich. Benefits Home Office
Aus- und Weiterbildung
Job-Ticket/ Parkplatz
Events für Mitarbeiter:innen
Kinderbetreuung
Gesundheitsmaßnahmen STANDORT Graz FACHBEREICH Corporate Finance STUNDENAUSMASS Voll- oder Teilzeit (ab 20h) PROFIL Einsteiger:in Jetzt bewerben Wir suchen Menschen mit Leidenschaft, die sich auf Details konzentrieren, aber den Blick auf das große Ganze nie verlieren. Heute und in Zukunft. Ihr direkter Kontakt zu uns:
Katharina Lafer
Katharina.lafer@rabelpartner.at
+43 316 3171-401 Home Office Aus- und Weiterbildung Job-Ticket/
Parkplatz Events für
Mitarbeiter:innen Kinderbetreuung Gesundheits­maßnahmen SIE FINDEN UNS LinkedIn Facebook Xing Kununu MEHR INFOS",https://www.karriere.at/jobs/6486356
4,Business Development Manager for Supply Chain Finance (all genders) bei Intermarket Bank AG | karriere.at,"""I think coming together is the first step in working together.""So do we. Working at Intermarket Bank means pursuing a common goal and being enthusiastic about shared values. We always treat one another with respect, empathy, and understanding for our diverse backgrounds. This applies to our customers as well as to our employees. Business Development Manager for Supply Chain Finance (all genders) Location: Vienna Working-Hours: Part-time Occupation Area: Others Company: Intermarket Bank AG Intermarket Bank AG is a daughter of Erste Group and is responsible for the full range of Supply Chain Finance Products (e.g. Factoring, Reverse Factoring, Forfaiting). All Corporate segments are covered and serviced by Intermarket. Supply Chain Finance Operations and Business Development is responsible for developing and managing a competitive range of Supply Chain Finance products. The team works closely with Sales colleagues in specific client cases and covers all tasks regarding product developments, ongoing product maintenance, support of the proper set-up in the systems for booking and controlling and training activities.The team is also responsible to facilitate knowledge exchange across whole Erste Group. Your Tasks Contribute to design and specification of new products & services and enhancement of existing ones Contribute to definition of end to end processes for the Supply Chain Finance product bundle Continuous observation and analysis of market environment and trends in the Supply Chain Finance area and exchange knowledge with team colleagues Analysis of 3rd party product and service providers around Supply Chain Finance and come up with proposals for possible collaboration models Prepare and support product and budget approvals Deliver product descriptions, workflow descriptions and instructions, product pricing, product reporting, webpage and intranet display of the SCF products Support the Sales team with input for sales pitches and participations in client meetings Constant identification and implementation of service and quality improvement measures active service level management with business partners Your Background A minimum of 1-2 years operative working experience in any area of Corporate Banking University degree in either Economics and Business Administration, Law or Science/Technology, or equivalent business experience or qualification Strategic, conceptual and analytical thinking capabilities Precise and accurate working style and high quality orientation Team player and ability to connect and establish working relationships with many parties quickly Strong customer and business orientation Advanced presentation skills Experience in project work of advantage Willingness to learn fast and can-do attitude Creativity and out of the box thinking Fluent German and English for both verbal and written communication. other language of Erste Group home market would be an advantage Our Offer We offer a challenging position in the dynamic and international core business segment Supply Chain Finance, with the chance to actively influence, develop and form your working environment and our business offering Discover and enjoy the benefits of Erste Group The minimum wage for this full-time position in accordance with the collective agreement with complete fulfillment of the functional profile is EUR 40.000,-- gross per year. But this is just a formality - we would be happy to talk about your actual salary in person! Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin Apply online Follow us:",https://www.karriere.at/jobs/6559868
5,Consultant (w/m/d) — CFO Advisory / Controlling & Finance bei Horváth & Partner Management Consulting GmbH | karriere.at,"Consultant (w/m/d) — CFO Advisory / Controlling & Finance, Wien Als Markt- und Innovationsführer im Themenfeld CFO Advisory / Controlling & Finance begleiten wir unsere nationalen und internationalen
Kunden bei ganzheitlichen, unternehmensweiten Transformationsvorhaben. Wir beraten unsere Kunden branchenübergreifend zu Fragen der Unternehmenssteuerung
bzw. des Corporate Performance Managements, der organisatorischen und inhaltlichen Ausrichtung und Weiterentwicklung
ihrer CFO-Bereiche sowie im Design und in der Verankerung von Veränderungen in Planung, Management Reporting, Konsolidierung,
Treasury, Risk & Compliance, Kostenrechnung und Analytics. Dabei fokussieren wir uns auf alle Fragestellungen des Chief Financial Officers und
begleiten unsere Kunden von der Idee bis zur erfolgreichen Umsetzung. Deine Perspektiven bei uns Beratung mit Mehrwert. Als Teil eines erfahrenen Teams
unterstützt du in der Beratung unserer Kunden. Dabei stellst
du deine Konzeptionsstärke und dein fachliches Know-how
unter Beweis.
CFO Advisory / Controlling & Finance. Im Bereich CFO
Advisory erarbeitest du gemeinsam mit deinem Team
maßgeschneiderte Lösungen für und mit unseren Kunden.
Gemeinsam Wachsen. Mehr erreichen. Du bist am Puls
der Zeit und kannst so an übergreifenden Themen wie
Publikationen, der Entwicklung neuer Themenfelder oder
auch neuen Tools mitwirken. Damit leistest du einen
wichtigen Beitrag für unsere unternehmerische Zukunft.
Verantwortung erleben. Die Verantwortung für Teilbereiche
innerhalb deiner vielfältigen Projekte legen wir vertrauensvoll
in deine Hände. Dabei pflegst du auch den persönlichen
Kundenkontakt. Dein Beitrag zu unserem Team Hallo Teamplayer: Freundschaftliche Zusammenarbeit sowie
ein offener Wissens- und Erfahrungsaustausch sind dir
genauso wichtig wie uns. Du hast Spaß an der gemeinsamen
Herausforderung. Und last but not least:
Wir haben Humor — du auch?
Deine Fachexpertise: Du bringst praktische studienbegleitende
Erfahrung im Bereich CFO Advisory /
Controlling & Finance mit. Beste Voraussetzungen, um direkt
bei uns durchzustarten.
Deine Kompetenzen: Du denkst sowohl analytisch als auch
kreativ und fokussierst dich darauf, Lösungen für alle Heraus
forderungen zu finden. Sichere Englisch- und Deutschkennt
nisse sowie weitere CEE-Sprachen (insbesondere tschechisch,
slowakisch oder slowenisch sind von Vorteil) sind für dich
ebenso selbstverständlich, wie der Umgang mit gängigen
Office-Programmen (Excel, Word, PowerPoint).
Dein akademischer Hintergrund: Durch dein abgeschlossenes
Studium in Wirtschaftswissenschaften, -ingenieurwesen,
-informatik oder vergleichbaren Fachrichtungen bringst du ein
breites theoretisches Wissen mit. Unsere Benefits für dich Flexible Arbeitsbedingungen: Remote Work & Homeoffice, Sabbaticals, Teilzeitmodelle, moderne agile Arbeitsumgebungen
Einzigartiger Horváth Spirit: Freundschaftlicher Umgang, vielfältige Events von Skifreizeit, Sommerfest, Camp bis zum Office Meeting Day
Persönliches Wachstum: Förderung von Master, MBA & PhD-Programmen, Horváth Business School sowie individuelle Trainings Ihr Kontakt Corinna Müller | Horváth & Partner GmbH | Telefon: +49 711 66919-0 http://www.successfullytogether.com/",https://www.karriere.at/jobs/6606230
6,Teamleitung Corporate Finance ARE (m/w/d) bei ARE Austrian Real Estate GmbH | karriere.at,"Teamleitung Corporate Finance ARE (m/w/d) Referenznummer: 1880Unternehmensbereich: ARE Austrian Real Estate GmbHStandort: WienKategorie: VollzeitBeginn: Ab sofort Gestalten Sie mit uns! Wir sind ein führendes österreichisches Immobilienunternehmen, dessen Erfolg auf zwei starken Standbeinen beruht. Das sind die Bewirtschaftung unseres breitgefächerten Portfolios an erstklassigen Objekten mit herausragender Bedeutung für die österreichische Baukultur und die Entwicklung hochqualitativer Arbeits- und Wohnräume und Quartiere. Nachhaltigkeit steht dabei im gesamten ARE Teilkonzern im Fokus. Ihre Aufgaben: Leitung eines Teams von Experten (m/w/d) im Corporate Finance Bereich Prozessverantwortung für die Budgetierung und Berichtserstattung im Teilkonzern sowie Sicherstellung der Qualität der verarbeiteten Finanzdaten Weiterentwicklung der Teilkonzernsysteme & -prozesse unter dem Aspekt des kontinuierlichen Wachstumskurses und der weiteren Optimierung und Digitalisierung der Finanzprozesse Sparring Partner für Bereichsleitung und Teamleitung der operativen Einheiten bei Fragestellungen im laufenden Tagesgeschäft sowie bei übergeordneten Themen Laufende Abstimmung mit der Leitung des Corporate Management Bereichs für die kontinuierliche Weiterentwicklung des Bereichs Ihr Profil: Abgeschlossene wirtschaftliche Ausbildung auf universitärem Niveau Mindestens sieben Jahre Berufserfahrung im Finanzbereich vorzugsweise in einem Konzern Erfahrung im Beteiligungsmanagement von Vorteil Hohe Managementkompetenz und Fähigkeit ein Team von Profis zu führen, erste Führungserfahrung von Vorteil Lösungsorientiert, Organisationstalent mit hoher sozialer Kompetenz Durchsetzungskraft mit Fingerspitzengefühl Unser Angebot: Mehr als ein Job – eine Aufgabe mit Sinn Entwicklungsmöglichkeiten in einem großen Unternehmen Flexible Arbeitszeiten und Home-Office Fundiertes Weiterbildungsprogramm und individuelle Persönlichkeitsschulungen BIG-Benefits Paket (Öffi-Jobticket, Gesundheitsvorsorge, Betriebspension uvm.) Attraktives Jahresbruttogehalt ab 90.000,-- Euro (zuzüglich eines variablen Bestandteils) für diese Position, Überzahlung je nach Qualifikation und Erfahrung Wir freuen uns auf Sie. Bewerben Sie sich in weniger als 5 Minuten. Einfach über unser Onlineportal. Wir sind schon sehr gespannt! Ich möchte mich bewerben    Bundesimmobiliengesellschaft m.b.H.Iris KronlachnerTrabrennstraße 2C1020 Wien+43 5 0244 5535 Machen Sie Karriere! Ihre Benefits. Aufgabe mit Sinn Arbeitszeit & Homeoffice Aus- und Weiterbildung Jobticket Essenzuschuss Altersvorsorge Kinderbetreuung Wir leben Vielfalt. Gleichberechtigung ist bei uns eine Selbstverständlichkeit.
Partner von MyAbility. Follow us!",https://www.karriere.at/jobs/6596804
7,Experte Corporate Finance Strukturierung und Immobilien-Projektfinanzierung (m/w/d) bei VKB-Bank | karriere.at,"Experte Corporate Finance Strukturierung und Immobilien-Projektfinanzierung (m/w/d) Linz , Vollzeit (38:30 WSt.) JETZT BEWERBEN Ihre Aufgaben Unterstützung der Firmenkundenberater/innen und Co-Betreuung von Corporatekunden durch persönliche Teilnahme an Kundenterminen Mitarbeit bei Projekten und Vorhaben im Fachbereich Fachlicher Input zur Weiterentwicklung des Unternehmenskundengeschäfts in der VKB-Bank gemeinsam mit den anderen Corporate Finance Teams (Leasing und Förderungen) Mitwirkung an internem Aus- und Weiterbildungsprogramm Schnittstelle und Ansprechpartner zu den Konsortialpartnerbanken Konsortialprojektabwicklungen inkl. Verantwortung für Prozesse und Abläufe in Zusammenhang mit Syndizierungen Ihre Kompetenzen Fachkenntnisse im Bereich Unternehmensfinanzierungen sowie Immobilien-Projektfinanzierungen Fundierte betriebs- und bankwirtschaftliche Ausbildung Freude, in einem Team zu arbeiten und dabei die Firmenkundenberater zu unterstützen Sicheres Auftreten, Durchsetzungsvermögen sowie hohe soziale Kompetenz und ausgeprägte Kommunikations- und Konfliktfähigkeit Spürbare Begeisterung und Einsatzbereitschaft Unser Angebot Einen sicheren, modernen Arbeitsplatz mit exzellenter öffentlicher Anbindung Spannende Projekte in Zusammenarbeit mit Vertrieb und Kreditmanagement Laufende Aus- und Weiterbildung (Training on, near & off the Job) Zusammenhalt im Team, Mitarbeiterevents und –reisen Ein Paket an attraktiven Sozialleistungen (z.B. Essenszuschuss via App, Krankenzusatzversicherung, Pensionsvorsorge je nach Betriebszugehörigkeit) Das monatliche Mindestbruttogehalt ist abhängig von der Einstufung im Bankenkollektivvertrag (bei dieser Position ab € 2.950,67 auf Vollzeitbasis; bzw. für Neu- / Quereinsteiger in das Berufsbild ab € 2.665,15 auf Vollzeitbasis). Das tatsächliche Gehalt unterliegt der Vereinbarung und wird nach Ihrer Berufserfahrung und Qualifikation festgesetzt. Ihr Ansprechpartner Carmen Kronfuß Rudigierstraße 5-7, 4020 Linz E-Mail schreiben Jetzt bewerben",https://www.karriere.at/jobs/6618755
8,Head of Finance AT (m/w/d) bei SCHULMEISTER Management Consulting GmbH | karriere.at,"Head of Finance AT (m/w/d) Nachhaltigkeit| Marktführerschaft | Internationalität Wien Vollzeit € 85.000 - € 100.000 JOB ID: HW-IMJ-LLQ-01-HP JETZT BEWERBEN Diesen Aufgabenbereich verantworten Sie: Umfassende Betreuung und Verantwortung eines Geschäftsbereiches als Finance Business Partner  Bereitstellung von aussagekräftigen Analysen zu wichtigen operativen und strategischen Entscheidungen   Sparring Partner für General Manager und Ansprechperson für Wirtschaftsprüfer und Steuerberater  Verantwortung für die länderspezifische Strategieentwicklung, Identifizierung potentieller Chancen und Risiken des Geschäftsbereichs und Festlegung der Planungsannahmen und Investitionsmöglichkeiten, diese auch vorantreiben  Budgetverantwortung, zeitgerechtes und qualitativ hochwertiges Reporting an den Finance Director sowie Schnittstelle zu konzernweiten Abteilungen und Projekten  Verantwortung für die Einhaltung der SOX-Compliance entlang aller relevanten Bereiche  Mit diesen Erfahrungen punkten Sie: Abgeschlossenes wirtschaftliches Studium, idealerweise mit Schwerpunkt Finanz-, Rechnungswesen und Controlling   Mindestens 10 Jahre einschlägige Berufserfahrung in der Wirtschaftsprüfung und einer verantwortungsvollen ähnlichen Position im Konzernumfeld  Zusätzliche Qualifikationen im Bereich Rechnungswesen (z.B. ACA, ACCA, CIMA oder gleichwertig) ist ein zusätzliches Plus  Hohe IT-Affinität, insbesondere Kenntnisse in Microsoft Project & Power BI, Excel und SAP   Hervorragende Kommunikationsfähigkeiten und schriftliche Ausdrucksfähigkeit in Deutsch und Englisch   Smart Leadership, hohe Lösungskompetenz, analytisches Denkvermögen und professionelles, teamorientiertes Auftreten  Diese Rahmenbedingungen finden SIE vor: Ein internationales Umfeld mit hohem Drive und Professionalität  Das Team ist im Umbruch und kann mit Ihrem Einstieg neu geformt werden  Eigenverantwortliche Agenden   Markenführerschaft und europaweite Bekanntheit, welche für Nachhaltigkeit steht  Das Benefit-Package: Zuschuss zum Mittagessen, Gleitzeit plus 40% Homeoffice-Option, flexible Arbeitszeiten, Zuschuss zur Pensionsvorsorge, Karrieremöglichkeiten, etc.  Für die Position ist ein jährliches Bruttogehalt je nach Qualifikation und Erfahrung zwischen ca. € 85.000 bis 100.000 brutto/p.a. plus variablen erfolgsabhängigen Anteil vorgesehen  Ihr zukünftiger Arbeitgeber: Unser namhafter Auftraggeber ist Teil eines börsennotierten, weltweit tätigen Konzernes, welcher sich auf Unternehmen mit Markenführerschaft spezialisiert und damit internationale Synergien ermöglicht. Die Unternehmenskultur zeichnet sich durch Authentizität, Qualität und Nachhaltigkeit aus. Hier arbeiten Sie im regionalen Team mit internationaler Anbindung.   Heidrun Wallner
PERSONALBERATUNG Wien
office@schulmeister-consulting.com JETZT BEWERBEN MAKING YOUR LIFE WORK BETTER BY MAKING YOUR WORK LIFE BETTER. 3 x Rückenwind für Ihre Karriere. Ihre Benefits mit Schulmeister Consulting: FEEDBACK Sie möchten wissen, wie Ihre Chancen stehen? Unsere Consultants analysieren Ihr Profil und beraten Sie objektiv und ehrlich. MENTORING Wir begleiten Sie langfristig auf dem Weg zu Ihrem Perfect Match – vom umfassenden Erstgespräch bis hin zur langfristigen Karriereplanung. INSIGHTS Wir sind seit über 20 Jahren im Geschäft und wissen genau, wie Ihre Branche tickt. Profitieren Sie von unserem Insider-Wissen!",https://www.karriere.at/jobs/6587822
9,Finance - Intern (m/d/f) bei Sportradar Austria | karriere.at,"Finance - Intern (m/d/f) At Sportradar we’ve experienced a period of sustained hyper-growth through a highly focused strategy based upon providing sport league related data and audio visuals to betting operators and media companies around the world. Within the team you will support the setup of a new ERP and consolidation system, prepare, test and control financial data as well as assist in technical accounting analysis and documentation. In addition, you will learn how to prepare financial statements in accordance with International Financial Reporting Standards (IFRS) and financial reporting requirements on a monthly basis. The intern reports to the Head of Finance and will support for day-to-day accounting operations for international companies in a like environment. As the organisation is currently implementing a new ERP system the initial tasks will focus on reconciling financial data between various systems and stabilizing financial processes. Further on the candidate will be responsible for quality assurance in local periodical closes and involved in group-wide audit activities. The successful candidate has basic knowledge of local and IFRS accounting standards, allowing him/her to contribute to the development of the global Finance function by driving external financial reporting for Sportradar Group to the next level. The Challenge guarantee timely transition to new financial systems by supporting the data migration process assist with technical accounting research and documentation of new financial processes and assist with preparation of monthly financial figures assist external auditors perform other duties as assigned or as necessary Requirements student at university with focus on accounting or finance already acquired working experience in a financial environment interested in dealing with data and IT tools advanced MS Office skills are an advantage open-minded nature, enthusiasm for new topics and innovative approaches fluent in English (written and spoken), German is a plus The minimum monthly salary for this position is according to Collective Bargaining Agreement, overpayment will be considered depending on qualifications and working experience. Buckle up, hold on tight and get ready for an incredible adrenaline-rush throughout this exciting ride with us: #maketheteam and shape your future as well as ours! Sportradar is an Equal Opportunity Employer. We are committed to encourage diversity within our teams. All qualified applicants will receive consideration without regard to among other things, your background, status, or personal preferences",https://www.karriere.at/jobs/6585317
