title,description,job_url
Privatkundenbetreuer (m/w/d),"Betreuung und Beratung zugeordneter Kunden in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr, Versicherungen) - Erarbeitung und Verkauf bedarfsgerechter Finanzlösungen … Abgeschlossene kaufmännische Ausbildung (Matura oder Banklehre)",https://www.metajob.at/dres/jc?p=00dm4ty632jx65
Privatkundenbetreuer (m/w/d),"Privatkundenbetreuer … Ihre Aufgaben - Wir suchen eine/n engagierte/n Mitarbeiter:in, der/die bereit ist, im Privatkundenbereich hervorragende Arbeit zu leisten. Dafür investieren wir in … Ihre persönliche Weiterentwicklung … Wenn Sie offen und kommunikativ sind, ein professionelles Auftreten haben und über eine … ",https://www.metajob.at/dres/jc?p=000ae32s4d6flr
General Banker (m/w/d),Laufende Beratung und Betreuung unserer KundInnen zu Finanzthemen machen Sie zum/-r künftigen SpezialistIn in der Finanzbranche … über eine abgeschlossene kaufmännische Ausbildung und haben mehrjährige Berufserfahrung in der Bank- oder Versicherungsbranche mit aktiven Kundenkontakt,https://www.metajob.at/dres/jc?p=000a5vwb1whodz
Privatkundenbetreuer (m/w/d),"Umfassende Betreuung und Beratung zugeordneter Privatkund:innen in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr … Mehrjährige Berufserfahrung in der Kundenbetreuung einer Bank",https://www.metajob.at/dres/jc?p=000ae32speilur
Privatkundenbetreuer (m/w/d),"Betreuung und Beratung zugeordneter Kunden in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr, Versicherungen) … Abgeschlossene Bankausbildung sowie entsprechende Berufserfahrung im Bankbereich",https://www.metajob.at/dres/jc?p=00dm4ty6l88hg4
General Banker (m/w/d),"Durch training on the job"" und zielgerichtete Seminare erhalten Sie eine fundierte Ausbildung, lernen unser Unternehmen kennen und setzen Akzente im Vertrieb … abgeschlossene kaufmännische Ausbildung und haben mehrjährige Berufserfahrung in der Bank- oder Versicherungsbranche mit aktiven Kundenkontakt",https://www.metajob.at/dres/jc?p=000a5vwbyi53si
(Junior) Consultant (all genders) Banking mit Schwerpunkt Payments,Beratung und Prüfung unserer Mandate im Bereich Zahlungsverkehr - Erarbeitung technischer und fachlicher Lösungen im Rahmen von Beratungs- und Prüfmandaten - Entwicklung von Strategien und Lösungen im Bereich Zahlungsverkehr und angrenzenden Themen (u.a,https://www.metajob.at/dres/jc?p=009vtkmu7s2ezm
Lehrling zum/zur Bankkaufmann/-frau (w/m/d) - RK Orth a. d. Donau,"Deine Lehre wird so zum Sprungbrett, mit dem du es ganz bis nach oben schaffen kannst. Zum Giebelkreuz eben … d. Donau - Orth an der Donau, Anstellungsart: Vollzeit - DEINE AUFGABEN: MEHR BEWEGEN - Wie dein Arbeitsalltag aussieht? Abwechslung statt Einheitsbrei. Mit einer Lehre als Bankkauffrau/-mann wirst du zum … ",https://www.metajob.athttp://meinjob.at/job/lehrling-zum-zur-bankkaufmann-frau-w-m-d-rk-orth-a-d-donau-12122500
Privatkundenbetreuer (m/w/d),"Sie beraten, betreuen und analysien Kunden (sowohl Aktiv- als auch Passivgeschäft) - Sie gehen auf die Anliegen und Bedürfnisse Ihrer Kunden ein - Sie gewinnen Neukunden und bauen Beziehungen zu Ihnen auf - Sie servicieren Kunden in der Filiale",https://www.metajob.at/dres/jc?p=00786my93xkaz3
Privatkundenbetreuer:in (m/w/d),"Wie Ihr Arbeitsalltag aussieht? Flexibel statt fremdbestimmt. Sie beraten und betreuen Ihre Kund:innen eigenverantwortlich in allen Finanzfragen – ob Konto, Veranlagung, Finanzierung, Zahlungsverkehr oder Versicherungen … kaufmännische Ausbildung auf Maturaniveau oder sogar eine Bankausbildung absolviert","https://www.metajob.athttps://www.wienerjobs.at/jobs/privatkundenbetreuer-in-m-w-d-4,60449?utm_source=metajob&utm_medium=cpc&utm_campaign=metajob"
Kundenbetreuer:in in der digitalen Bankstelle (w/m/d) - RB Amstetten,"Amstetten, Anstellungsart: Vollzeit - DEINE AUFGABEN: MEHR BEWEGEN … du der:die richtige Kundenberater:in für die Kund:innen der Digitalen Bankstelle und übernimmst deren umfassende Betreuung auch via moderner Kanäle wie der … ",https://www.metajob.at/dres/jc?p=002n3bry1ln9un
"Mitarbeiter (w/m/d) im Contact Center einer Bank (Outbound), Teilzeit",Du vereinbarst Beratungstermine und unterstützt telefonisch die BeraterInnen in den Filialen - Du berätst KundInnen am Telefon zu diversen Bankprodukten - Du holst von unseren KundInnen aktiv Feedback ein … Du bist eine aktive und kommunikative Persönlichkeit und verfügst über ausgeprägte Teamfähigkeit,https://www.metajob.at/dres/jc?p=00786my91j2a1f
Privatkundenbetreuer:in (w/m/d),"Amstetten, Anstellungsart: Vollzeit - DEINE AUFGABEN: MEHR BEWEGEN - Wie Dein Arbeitsalltag aussieht? Flexibel statt fremdbestimmt. * Du betreust einen fixen Kundenstock und hilfst deinen Kund:innen ihre Wünsche und Bedürfnisse mit allen unseren Produkten möglich zu machen oder abzusichern",https://www.metajob.at/dres/jc?p=000a5vwbrj0a1g
Kundenbetreuer:in in der digitalen Bankstelle (m/w/d),Wie dein Arbeitsalltag aussieht? Abwechslung statt Einheitsbrei … du der:die richtige Kundenberater:in für die Kund:innen der Digitalen Bankstelle und übernimmst deren umfassende Betreuung auch via moderner Kanäle wie der … ,https://www.metajob.at/dres/jc?p=009190chpjlhes
Kreditsachbearbeiter:in Marktfolge Aktiv (w/m/d) - RB Amstetten,"Amsttetten, Anstellungsart: Vollzeit - IHRE AUFGABEN: MEHR BEWEGEN - Wie Ihr Arbeitsalltag aussieht? Mit Sicherheit spannend. Sie erstellen Kreditunterlagen für unsere Kunden und Kundinnen und kümmern sich um die Eintragung der Sicherheiten … Wir bieten eine top Bankenausbildung vom Grundkurs bis zur … ",https://www.metajob.at/dres/jc?p=002n3brydkazay
Servicebetreuer (m/w/d),"Erste Ansprechperson für Kund:innen - Selbstständige Kassenführung, Abwicklung des Schaltergeschäftes und Zahlungsverkehrs … Idealerweise Erfahrung in der Servicebetreuung einer Bank oder Berufserfahrung im Kundenkontakt/Verkauf",https://www.metajob.at/dres/jc?p=000ae32spq6vla
Privatkundenbetreuer (m/w/d),"Betreuung und Beratung zugeordneter Kunden in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr, Versicherungen) … Erste Berufserfahrung (in der Kundenbetreuung) einer Bank sowie abgeschlossene Bankausbildung",https://www.metajob.at/dres/jc?p=00dm4ty6ixx5j6
Privatkundenbetreuer (m/w/d),"Umfassende Betreuung und Beratung zugeordneter Kund:innen in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr … Abgeschlossene Bankausbildung und Berufserfahrung in der Kundenbetreuung einer Bank",https://www.metajob.at/dres/jc?p=000ae32so0m9rc
Servicebetreuer (m/w/d),"Erste Ansprechperson für Kund:innen * Selbstständige Kassenführung, Abwicklung des Schaltergeschäftes und Zahlungsverkehrs * Servicierung der Kund:innen im Foyer und an den Selbstbedienungsgeräten … Abgeschlossene kaufmännische Ausbildung (Matura, Banklehre",https://www.metajob.at/dres/jc?p=000a5vwb71p125
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32s5czvl7
Lehrling Bankkaufmann/frau,"Im Laufe der Zeit lernst du die internen Abteilungen unserer Bank kennen, Abwechslung ist somit garantiert. Später übernimmst du die Betreuung eigener Kunden und ermöglichst ihnen ihre Träume und Wünsche zu verwirklichen. Der Besuch der Berufsschule ergänzt deine praktische Erfahrung ganz nach dem Motto … ",https://www.metajob.at/dres/jc?p=00dm4ty6ozjqb2
General Banker (m/w/d),"Als top ausgebildete/r General BankerIn stehen Ihnen alle Türen für weitere Karriereschritte offen. * Durch training on the job"" und Seminare erhalten Sie eine fundierte Ausbildung, lernen das Verkaufen sowie unser Unternehmen kennen",https://www.metajob.at/dres/jc?p=000a5vwbest9h6
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32s5joiw9
General Banker (m/w/d),"Als top ausgebildete/r General BankerIn stehen Ihnen alle Türen für weitere Karriereschritte offen. * Durch training on the job"" und Seminare erhalten Sie eine fundierte Ausbildung, lernen das Verkaufen sowie unser Unternehmen kennen * Laufende Beratung und Betreuung unserer KundInnen zu Finanzthemen … ",https://www.metajob.at/dres/jc?p=000a5vwb6ezicj
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32sfd8xob
Filialleitung Bank (m/w/d),Führung einer modernen Bankfiliale mit ca. drei MitarbeiterInnen * Ergebnis- und Zielverantwortung für das Team und die einzelnen MitarbeiterInnen * umfassende Beratung und Betreuung in allen finanziellen Angelegenheiten von Bestands- und Neukunden sowohl im Aktiv- als auch im Passivgeschäft,https://www.metajob.at/dres/jc?p=000a5vwbyu0hkx
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32sms0xcf
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32smewtt7
Kommerzkundenbetreuer:in Immobilien mit Schwerpunkt Wohnbauträger,umfassende und qualitätsvolle Beratung von Immobilien-Kommerzkunden unter Berücksichtigung der Risikostrategie * Erarbeitung von Strategien zur Kundengewinnung und Kundenansprache * Zusammenarbeit mit Fachspezialisten innerhalb der Sparkasse OÖ,https://www.metajob.at/dres/jc?p=000a5vwbcca2f9
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32sw1ykox
Assistant Private Banking (m/w/d),Proaktive und effiziente Unterstützung der Teammitglieder im Auf- und Ausbau unseres Geschäftes mit anspruchsvollen vermögenden Privatkunden * Eigenständige und proaktive Abwicklung des Tagesgeschäfts inkl. Vor- und Nachbearbeitung von Kunden- und Akquisitionsterminen … Höhere Fachausbildung Bank- oder … ,https://www.metajob.at/dres/jc?p=000a5vwby8o5et
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32sff81vh
Privatkundenbetreuer :in (m/w/d),"Überzeugen Sie uns fachlich und persönlich * Mehrjährige Berufserfahrung im Privat- und Geschäftskundenbereich * Engagierte, verantwortungsbewusste Persönlichkeit mit ausgeprägter Vertriebs-, Kunden-, und Teamorientierung … Die Verantwortung für eine Bankstelle mit einem vielseitigen Arbeitsbereich",https://www.metajob.at/dres/jc?p=000a5vwb8m17cx
Junior Berater:in Private Banking,"Fundierte bank- oder betriebswirtschaftliche Ausbildung auf Maturaniveau (Studium von Vorteil) * Professioneller, kompetenter Gesamtauftritt * Hohes Interesse an Kapitalmarktthemen und Marktentwicklungen * Bereitschaft zur persönlichen Weiterentwicklung und zum Erhalt der fachlichen Qualifikation",https://www.metajob.at/dres/jc?p=000a5vwbcxq4aa
Senior Berater:in Private Banking,"Fundierte bank- oder betriebswirtschaftliche Ausbildung (Studium von Vorteil) * Einschlägige Erfahrung im Wertpapiergeschäft und der Kundenberatung * Professioneller, kompetenter Gesamtauftritt * Hohes Interesse an Kapitalmarktthemen und Marktentwicklungen",https://www.metajob.at/dres/jc?p=000a5vwbt1j895
Senior Assistenz Private Banking (m/w/d),"Abgeschlossene kaufmännische und/oder wirtschaftliche Ausbildung * Interesse oder Berufserfahrung im Banken-Umfeld * Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift, jede weitere Sprache von Vorteil * Hohe Motivation sich bankenspezifisches Know-How anzueignen",https://www.metajob.at/dres/jc?p=000a5vwbwcmequ
Junior Credit Manager*in (m/w/d),Wir bieten die Breite der Aufgaben und Einblicke in Prozesse einer kleinen Bank verbunden mit dem Komplexitätsniveau einer der größten Bankengruppen Österreichs … Analyse von Finanzierungsanfragen * Erstellung von Ratings & Scorings sowie Durchführung von Kreditwürdigkeitsprüfungen,https://www.metajob.at/dres/jc?p=000a5vwb8c21lh
Privatkundenbetreuer:in,Sie betreuen Ihren eigenen Kundenstock in allen finanziellen Angelegenheiten * Sie sind ein Netzwerker und pflegen Kundenbeziehungen zu bestehenden und neuen Kund:innen … Sie vertreten die Sparkasse und ihr Leitbild nach außen,https://www.metajob.at/dres/jc?p=000a5vwbu5s866
General Banker - Maturanten und Quereinsteiger willkommen! (m/w/d),Braunau - Kontakt ... Tel. +43 7752/680 52215 - Online Bewerbung - MY JOB: Matura oder Lehrabschluss in der Tasche und heiß auf den Jobeinstieg? Studium war doch nicht das Richtige? Oder haben Sie genug von Ihrer Branche und Lust auf einen Tapetenwechsel … Bank klingt spannend,https://www.metajob.at/dres/jc?p=000a5vwbxnf614
Junior ManagerIn Digital Banking (m/w/d),"Technische Applikationsbetreuung für das Digitale Banking-System der Raiffeisen-Bankengruppe * Aufrechterhaltung des Regelbetriebs sowie Lösung komplexer technischer Problemstellungen in unseren Applikationssystemen * Technischer 2nd-Level-Support für Cloud,- sowie Linux/UNIX-basierte Systeme in einem … ",https://www.metajob.at/dres/jc?p=000a5vwbl06950
Privatkundenbetreuer:in (m/w/d),Entwicklung und Umsetzung der Vertriebsziele und Maßnahmen auf Basis der strategischen Vorgaben * Aufbau neuer Kundenbeziehungen * Pflege Ihres Netzwerks und Repräsentation der Raiffeisenbank Millstättersee nach außen - Überzeugen Sie uns fachlich und persönlich * Mehrjährige Berufserfahrung im … ,https://www.metajob.at/dres/jc?p=000a5vwbagrnlj
Privatkundenbetreuer:in Beratungszentrum,"Sie betreuen die Basiskund:innen im Team per Telefon, Mail und s Kontakt * Sie beantworten die Fragen und lösen die Anliegen der Kund:innen zu den Themen Konto, Karte, Sparen, Versicherung und Finanzierung … Sie vertreten die Sparkasse OÖ und ihr Leitbild nach außen",https://www.metajob.at/dres/jc?p=000a5vwbvchoph
Application ManagerIn Digital Banking (m/w/d),"Technische Applikationsbetreuung für das Digitale Banking-System der Raiffeisen-Bankengruppe * Aufrechterhaltung des Regelbetriebs sowie Lösung komplexer technischer Problemstellungen in unseren Applikationssystemen * Technischer 2nd-Level-Support für Cloud,- sowie Linux/UNIX-basierte Systeme in einem … ",https://www.metajob.at/dres/jc?p=000a5vwb2ny9se
Wirtschaftsjurist:in mit Schwerpunkt Bank- und Finanzmarktrecht,"Abgeschlossenes einschlägiges Studium * Idealerweise Spezialisierung im Bereich Bank- und Finanzmarktrecht * Erfahrungen im Bereich Finanzmarktrecht und Kenntnisse der Rechtsmaterien, wie MiFID II, MiFIR, WAG 2018, KMG und BörseG von Vorteil",https://www.metajob.at/dres/jc?p=000a5vwbf5e9yj
Servicekundenbetreuer/in (m/w/d),Servicierung/Unterstützung unserer Kundinnen und Kunden in allen Bankangelegenheiten * Umfassende Kundenberatung in allen finanziellen Angelegenheiten * Aufbau und Pflege von langfristigen Kundenbeziehungen … Interesse/Kenntnisse über Bankprodukte / Bankerfahrung von Vorteil,https://www.metajob.at/dres/jc?p=000a5vwb0tff2m
Private Banker/in (m/w/d),Ganzheitliche Beratung mit transparentem Beratungsansatz steht im Vordergrund. * Als Spezialistin bzw. Spezialist betreuen und beraten Sie einen eigenen Kundenstock im Segment unserer Prioritätskunden in allen Fragen der komplexeren … Vollständige Bankausbildung und mehrjährige Bankerfahrung,https://www.metajob.at/dres/jc?p=000a5vwbfav5r3
Private Banker/in (m/w/d),Ganzheitliche Beratung mit transparentem Beratungsansatz steht im Vordergrund * Als Spezialistin bzw. Spezialist betreuen und beraten Sie einen eigenen Kundenstock im Segment unserer Prioritätskunden in allen Fragen der komplexeren … Vollständige Bankausbildung und mehrjährige Bankerfahrung,https://www.metajob.at/dres/jc?p=000a5vwbwlstij
Wirtschaftsprüfer / Revisor / Berufsanwärter / Bank- und Unternehmensprüfung / auch Teilzeit möglich / Salzburg (m/w/d),"Durchführung von Jahresabschluss- und Konzernabschlussprüfungen … Revisor bzw. Berufsanwärter unmittelbar vor Abschluss der Berufsausbildung, Interesse an den Themen Controlling, Bankwesen, Finanzwirtschaft, Aufsichtsrecht",https://www.metajob.athttps://www.stepstone.at/stellenangebote---20230309150212397---716456-inline.html?cid=MsearchE_metajob___S
Lehre zur/zum Bankkauffrau/mann (w/m/d) - RB Traisen-Gölsental,"Lilienfeld, Anstellungsart: Vollzeit - DEINE AUFGABEN: MEHR BEWEGEN … Lehrabschluss vielfältige Entwicklungsmöglichkeiten in unserem regionalen Unternehmen - von der Matura bis zur weiteren Spezialisierungen im Bankgeschäft",https://www.metajob.at/dres/jc?p=002n3brykg29fw
Agiler Projektleiter/ IT Product Owner Internetbanking (all genders),"Wir, die 3 Banken IT GmbH, verstärken unser Team am Standort Innsbruck und suchen DICH … Zu Beginn wirst du dich spielerisch selbst mit unserer Anwendung vertraut machen. Als nächstes schaust du dir dann die technische Implementierung genauer an und verstehst so die Zusammenhänge noch besser – auch von … ",https://www.metajob.at/dres/jc?p=00ca79eg5qc31b
"Privatkundenbetreuer/in in Wiener Neustadt (m,w,d)","sie beraten, betreuen und analysieren ihre Kunden (sowohl Aktiv- als auch Passivgeschäft) - sie gehen auf die Anliegen und Bedürfnisse ihrer Kunden ein - sie gewinnen Neukunden und bauen Beziehungen zu Ihnen auf - sie servicieren Kunden in der Filiale",https://www.metajob.at/dres/jc?p=00786my9aejxeh
Associates (m/w/d) für die Bereiche Corporate / M&a Litigation sowie Bankrecht / Finanzierungen,"BARNERT EGERMANN ILLIGASCH RECHTSANWÄLTE GMBH ist eine in internationalem Umfeld tätige Wirtschaftskanzlei mit modernen Büroräumlichkeiten im Zentrum von Wien … Corporate / M&A, Gesellschafts- und Unternehmensrecht, Bank- und Finanzrecht, Kapitalmarktrecht, Restrukturierungen, Schiedsverfahren … ",https://www.metajob.at/dres/jc?p=000a4tpmza2u9q
Privatkundenbetreuer (m/w/d),"Privatkundenbetreuer … Betreuung und Beratung von vorwiegend jugendlichen Kund:innen in allen finanziellen Angelegenheiten - Erarbeitung und Verkauf bedarfsgerechter Finanzlösungen - Aufbau und Pflege des persönlichen Netzwerkes … Abgeschlossene kaufmännliche Ausbildung (HAK, HLW, Lehre)",https://www.metajob.athttps://jobs.karriere.nachrichten.at/stellenangebot/privatkundenbetreuer-m-w-d-C7BWKW
Privatkundenbetreuer:in (w/m/d) - RB Bruck-Carnuntum,"Bruck an der Leitha, Anstellungsart: Vollzeit - IHRE AUFGABEN: MEHR BEWEGEN - Wie Ihr Arbeitsalltag aussieht? Flexibel statt fremdbestimmt … Sie haben eine kaufmännische Ausbildung auf Maturaniveau oder sogar eine Bankausbildung absolviert",https://www.metajob.at/dres/jc?p=002n3bry31m1p3
Privatkundenbetreuer:in - RB Mittleres Mostviertel,Unterstützung unserer Kund:innen bei der Durchführung ihrer Bankgeschäfte - Umfassende und persönliche Beratung sämtlicher Bankprodukte - Ansprechpartner für alle finanziellen Angelegenheiten - Aufbau neuer Kundenbeziehungen und Betreuung bestehender Kund:innen,https://www.metajob.at/dres/jc?p=009190chthmozw
IT Solution Architect for Core Banking Systems (f/m/x),"We are looking for a Solution Architect, who is proactive and solution oriented, as part of our Core Banking Team. In this role, you will take a lead role in designing new solutions for our Core Banking IT landscape based on a state-of-the-art architecture",https://www.metajob.at/dres/jc?p=000a4tpm3pbq8z
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32scd8l62
Lehre zur/zum Bankkauffrau/Bankkaufmann (m/w/d),Gemeinsam mit einem/einer erfahrenen Mentor:In - bist du erste/r Ansprechpartner/in für unsere Kunden - betreust du unsere Selbstbedienungsterminals und setzt unsere Beratungsstrategie um - lernst das Erkennen von Kundenbedürfnissen und die Entwicklung von Lösungen dafür,https://www.metajob.at/dres/jc?p=009190ch3s48ti
Kommerzkundenbetreuer*in für die Abteilung Kommerzkunden und Immobilienprojekte (m/w/d),Als Bank des Landes Oberösterreich sind wir seit mehr als 125 Jahren ein zuverlässiger und sicherer Partner für unsere Kunden und Mitarbeiter … der Nummer 1 der Top Arbeitgeber der letzten Jahre in der Branche Banken und Finanzdienstleister eine verantwortungsvolle und spannende Aufgabe zu übernehmen,https://www.metajob.at/dres/jc?p=000a5vwbeo0sxd
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32s5m6hcy
Lehre zur/zum Bankkauffrau/mann (m/w/d),Wie dein Arbeitsalltag aussieht? Abwechslung statt Einheitsbrei … Lehrabschluss vielfältige Entwicklungsmöglichkeiten in unserem regionalen Unternehmen - von der Matura bis zur weiteren Spezialisierungen im Bankgeschäft,https://www.metajob.at/dres/jc?p=009190ch4bdwic
Lehrling Bankkaufmann (m/w/d),"Während andere in deinem Alter noch keine Ahnung von Krediten und Wertpapieren haben, glänzt du schon längst mit deinem Know-how und punktest damit bei unseren … Als Nachwuchstalent in unserem Team bringen wir dir binnen 3 Lehrjahren alles rund ums Bankgeschäft bei",https://www.metajob.at/dres/jc?p=000ae32smnxex8
Business Development Bankwesen | Jobs bei DENZEL Gruppe,"Akquise & Betreuung von neuen Vertriebspartnern - Unterstützung bei der Planung, Entwicklung und Umsetzung von Vertriebsstrategien … Vertrieb einbringen und eine verantwortungsvolle Aufgabe in einer wachsenden, renommierten Bank in der Automobilbranche übernehmen wollen, dann freuen wir uns … ",https://www.metajob.athttp://www.bankkarriere.at/jobs/job-detail/stellenausschreibung/34262/
Privatkundenbetreuer (m/w/d),"Umfassende Betreuung und Beratung zugeordneter Kund:innen in allen finanziellen Angelegenheiten (Veranlagung, Finanzierung, Konto/Zahlungsverkehr … Idealerweise mehrjährige Berufserfahrung in der Kundenbetreuung einer Bank",https://www.metajob.at/dres/jc?p=000a5vwbugkszc
Kreditsachbearbeiter:in,"Als Bank, als Arbeitgeber, als Mitgestalter - Raiffeisen ist Mit.Einander … Einschlägige kaufmännische Ausbildung … Hohe IT-Affinität * Strukturierte, verlässliche und eigenverantwortliche Arbeitsweise - Geld ist Ihnen genauso wichtig wie uns",https://www.metajob.at/dres/jc?p=000a5vwbwfg5i9
Kreditsachbearbeiter:in Marktfolge Aktiv (w/m/d),"Amsttetten, Anstellungsart: Vollzeit - IHRE AUFGABEN: MEHR BEWEGEN - Wie Ihr Arbeitsalltag aussieht? Mit Sicherheit spannend. * Sie erstellen Kreditunterlagen für unsere Kunden und Kundinnen und kümmern sich um die Eintragung der Sicherheiten … Wir bieten eine top Bankenausbildung vom Grundkurs bis zur … ",https://www.metajob.at/dres/jc?p=000a5vwbxtfobc
Kundenbetreuer:in in der digitalen Bankstelle (w/m/d),"Amstetten, Anstellungsart: Vollzeit - DEINE AUFGABEN: MEHR BEWEGEN … du der:die richtige Kundenberater:in für die Kund:innen der Digitalen Bankstelle und übernimmst deren umfassende Betreuung auch via moderner Kanäle wie der … ",https://www.metajob.at/dres/jc?p=000a5vwb5revx8
Assistenz Private Banking (m/w/d),"Unterstützung unserer Private Banker in ihrer Verkaufs- und Betreuungstätigkeit * Kundenkontakte am Telefon bzw. persönlich bei Besuchen oder Veranstaltungen * Vorbereiten von Präsentationen und Unterlagen * Erstellen von regelmäßigen Auswertungen, Angeboten und Aufstellungen für Kunden",https://www.metajob.at/dres/jc?p=000a5vwbrjugy8
Privatkundenbetreuer (m/w/d) - BKS Bank,"Privatkundenbetreuer - Privatkundenbetreuer - Wien , Vollzeit , idealerweise mit Erfahrung - Derzeit sind wir auf der Suche nach einem Privatkundenbetreuer (m/w/d) für unsere Filialen in Wien. BKS Bank - Aus- und Weiterbildung, Frauenkarriere",https://www.metajob.at/dres/jc?p=z00260b7a7pk5b
Privatkundenbetreuer (m/w/d) - BKS Bank,"Privatkundenbetreuer - Privatkundenbetreuer - Gleisdorf , Vollzeit , mit Berufserfahrung - Derzeit sind wir auf der Suche nach einem Privatkundenbetreuer (m/w/d) für unsere Filiale Gleisdorf. BKS Bank - Aus- und Weiterbildung, Frauenkarriere",https://www.metajob.at/dres/jc?p=z00260b7kkhrqn
Vor-Ort-Bankenprüfer:in mit Kompetenzschwerpunkt ICT Risiko inkl. DQ-Management,Als Teil eines bis zu zehnköpfigen Teams nehmen Sie an Prüfungen von europäischen Großbanken („Significant Institutions“) teil … Ihre Erkenntnisse diskutieren und präsentieren Sie innerhalb des Prüfteams und vertreten diese gegenüber den geprüften Banken,https://www.metajob.at/dres/jc?p=00786my977ntdf
Vor-Ort-Bankenprüfer:in mit Kompetenzschwerpunkt Markt- oder Liquiditätsrisiko,Als Teil eines bis zu zehnköpfigen Teams nehmen Sie an Prüfungen von europäischen Großbanken („Significant Institutions“) teil … Ihre Erkenntnisse diskutieren und präsentieren Sie innerhalb des Prüfteams und vertreten diese gegenüber den geprüften Banken,https://www.metajob.at/dres/jc?p=00786my9aafo4s
Privatkundenbetreuer:in (m/w/d),"Wie Ihr Arbeitsalltag aussieht? Flexibel statt fremdbestimmt. Sie beraten und betreuen Ihre Kund:innen eigenverantwortlich in allen Finanzfragen – ob Konto, Veranlagung, Finanzierung, Zahlungsverkehr oder Versicherungen … kaufmännische Ausbildung auf Maturaniveau oder sogar eine Bankausbildung absolviert",https://www.metajob.at/dres/jc?p=009190chlpptaa
Servicekundenbetreuer/in (m/w/d),"Umfassende Kundenberatung in allen finanziellen Angelegenheiten * Proaktiver Verkauf von Bankprodukten und Bankdienstleistungen: Sparen & Anlegen, Konto & Karte, Finanzieren & Leasen sowie Wertpapiere und Versicherungen … der Kunden im Umgang mit der Online Banking Plattform VKB CONNECT und VKB Pay … ",https://www.metajob.at/dres/jc?p=000a5vwblpxwi0
