title,description,cleaned_text
Java Developer,"Development of end-to-end mission critical communication solutions systems - Maintenance and further development of existing components to support virtualization and containerization - Java knowledge implementation and use of development tools, e.g",development end end mission critical communication solution system maintenance development existing component support virtualization containerization java knowledge implementation use development tool e g
Senior Full-Stack Java/Angular Entwickler (m/w/d),"•2+ Jahre Entwicklungserfahrung von Java und Web-Frontends (Angular) - •Erfahrung in der App Entwicklung mit Capacitor - •Erfahrung mit Quarkus Backend-Microservices auf Java-Basis - •Nice to have: Erfahrung mit Build-Pipelines, Docker & Kubernetes - •Begeisterung für Top-Softwarelösungen",jahre entwicklungserfahrung von java und web frontends angular erfahrung der app entwicklung mit capacitor erfahrung mit quarkus backend microservices auf java basis nice erfahrung mit build pipeline docker kubernetes begeisterung f r top softwarel sungen
Senior Java Developer (m/w/d),"komplette Softwareentwicklung - Betreuung des Prozesses von A bis Z * Analysieren und weiterentwickeln diverser Module & Spezifikationen * Konzeption, Planung und Umsetzung von vernetzter Software … abgeschlossene IT -Ausbildung (HTL, FH, oder Universität)",komplette softwareentwicklung betreuung de prozesses von bi z analysieren und weiterentwickeln diverser module spezifikationen konzeption planung und umsetzung von vernetzter software abgeschlossene ausbildung htl fh oder universit
Junior Java - / ERP-Developer:in,Sie haben soeben Ihre technische Ausbildung im Bereich der Softwareentwicklung abgeschlossen oder sind ein:e technische:r Quereinsteiger:in und Kreativität … Als Mitglied eines dynamischen Teams können Sie bei uns Ihr volles Potenzial ausspielen und sich weiterentwickeln,sie haben soeben ihre technische ausbildung im bereich der softwareentwicklung abgeschlossen oder sind ein e technische r quereinsteiger und kreativit al mitglied eines dynamischen team k nnen sie bei un ihr volles potenzial ausspielen und sich weiterentwickeln
Junior Frontend Developer:in,Sie haben soeben Ihre technische Ausbildung im Bereich der Softwareentwicklung abgeschlossen oder sind ein:e Quereinsteiger:in und Kreativität sowie Neugierde … Als Mitglied eines dynamischen Teams können Sie bei uns Ihr volles Potenzial ausspielen und sich weiterentwickeln,sie haben soeben ihre technische ausbildung im bereich der softwareentwicklung abgeschlossen oder sind ein e quereinsteiger und kreativit sowie neugierde al mitglied eines dynamischen team k nnen sie bei un ihr volles potenzial ausspielen und sich weiterentwickeln
IT Cybersecurity Engineer,"Vulnerability-Management: Konzeptionierung und Weiterentwicklung und operative Aufgaben (z.B. Reporting, Pentests - Zusammenarbeit mit Infrastruktur-Teams beim Patch-Management … Mitarbeit bei laufenden IT-Projekten bzw. bei der Einführung und Weiterentwicklung von Security-Systemen",vulnerability management konzeptionierung und weiterentwicklung und operative aufgaben z b reporting pentests zusammenarbeit mit infrastruktur team beim patch management mitarbeit bei laufenden projekten bzw bei der einf hrung und weiterentwicklung von security systemen
(Senior) FullStack-Developer (w/m/x),"Neu - und Weiterentwicklung im Medienumfeld (Social Media Kampagnen, Websiten, Webapps und Newsletter) - Frontend und Backend Entwicklung mit Nextjs, Javascript, PHP, Laravel - In enger Abstimmung mit dem UX-Designer und Produktmanager setzen Sie die besprochenen Anforderungen eigenständig um",neu und weiterentwicklung im medienumfeld social medium kampagnen websiten webapps und newsletter frontend und backend entwicklung mit nextjs javascript php laravel enger abstimmung mit dem ux designer und produktmanager setzen sie die besprochenen anforderungen eigenst ndig um
Information Security Specialist (m/w/d),Informationssicherheit ist Gesetz für dich? Dann bist du hier richtig! Wien - Vollzeit € 3.800 - € 5.000 - 50 - 60% Homeoffice - Job Nr. EPWI35022 - Ihre zukünftige Rolle - Verantwortlich für den Aufbau und die Weiterentwicklung der Informationssicherheitssysteme,informationssicherheit ist gesetz f r dich dann bist du hier richtig wien vollzeit homeoffice job nr epwi ihre zuk nftige rolle verantwortlich f r den aufbau und die weiterentwicklung der informationssicherheitssysteme
IT Team Leiter – Security Operations (m/w/d),"Koordination, Betreuung sowie Weiterentwicklung der Teammitglieder - Steuerung der Projektaufgaben sowie der internen und externen Audits - Bereitstellung, Weiterentwicklung und Optimierung der vorhandenen IT-Systeme und Strukturen … Verbesserung der Prozesse und Abläufe im IT-Security Operations",koordination betreuung sowie weiterentwicklung der teammitglieder steuerung der projektaufgaben sowie der internen und externen audit bereitstellung weiterentwicklung und optimierung der vorhandenen systeme und strukturen verbesserung der prozesse und abl ufe im security operation
Junior IT-Security Manager (m/w/d),Linz - Kontakt - B.Sc. Tel.: +43 732 7802 37055 - Online Bewerbung - MY JOB: Sie interessieren sich für Informationssicherheitsthemen innerhalb einer Bank und möchten Teil in der Vorbereitung einer ISO 27001 Zertifizierung sein … Team im Bereich Sicherheit und suchen Unterstützung im Informationssicherheitsmanagement,linz kontakt b sc tel online bewerbung job sie interessieren sich f r informationssicherheitsthemen innerhalb einer bank und chten teil der vorbereitung einer iso zertifizierung sein team im bereich sicherheit und suchen unterst tzung im informationssicherheitsmanagement
Softwareentwickler Backend (m/w/d),"Neu- und Weiterentwicklung von Backend-Anwendungen für verschiedene Unternehmen - Logistik, Finanzwesen, etc. Analyse der Anforderungen und Zielsetzungen in Abstimmung mit Produktmanagement und Key-Usern … Ausbildung mit Schwerpunkt Informatik, Wirtschaftsinformatik oder Software-Engineering",neu und weiterentwicklung von backend anwendungen f r verschiedene unternehmen logistik finanzwesen etc analyse der anforderungen und zielsetzungen abstimmung mit produktmanagement und key usern ausbildung mit schwerpunkt informatik wirtschaftsinformatik oder software engineering
IT Database Manager,"Planung, Strategie, Performance, Sicherheit, Betrieb und Weiterentwicklung unserer MS-SQL Umgebungen - T-SQL, Stored Procedures, Betreuung von Schnittstellen … Mitarbeit und selbständige Abwicklung von IT-Projekten (intern & extern)",planung strategie performance sicherheit betrieb und weiterentwicklung unserer m sql umgebungen sql stored procedure betreuung von schnittstellen mitarbeit und selbst ndige abwicklung von projekten intern extern
Senior Mobile Developer iOS (m/f/x),"Development of native iOS Applications with focus on eCommerce and a new white-label product. Shared responsibility for two backends (Node.js, Spring Boot + Kotlin) - Independent design of software architecture - Participation in the creation process of workflows, user experience and design",development native io application focus ecommerce new white label product shared responsibility two backends node j spring boot kotlin independent design software architecture participation creation process workflow user experience design
Frontend Developer (m/w/x),"IT-Background (Universitätsabschluss oder eine vergleichbare Ausbildung) - Erfahrung in der Anwendung von Angular 8, Vue.js, React.js, Node.js, Typescript sowie der Softwareentwicklung mit Containern (Kubernetes, Docker, Podman, Rocket",background universit tsabschluss oder eine vergleichbare ausbildung erfahrung der anwendung von angular vue j react j node j typescript sowie der softwareentwicklung mit containern kubernetes docker podman rocket
iOS Developer IT,"Standort: 1030 Wien - Das sind wir und das bewegt uns: Die Österreichische Post AG bringt einiges zusammen … Mithilfe von moderner IT-Architectur (Native, Infrastructure as Code) und einem agilen Umfeld werden neue Services für unsere Kund*innen entwickelt, wie zum … ",standort wien da sind wir und da bewegt un die sterreichische post ag bringt einiges zusammen mithilfe von moderner architectur native infrastructure code und einem agilen umfeld werden neue service f r unsere kund innen entwickelt wie zum
Software Entwickler-Java (m/w/d),"Entwicklung und eigenständige Betreuung von Software-Komponenten in Java, im Team nach agilem Vorgehensmodell (SCRUM), bevorzugt mit einem der folgenden … Sensordatenauswertung, Datenanalyse * Grafische Benutzerschnittstellen (GUI)",entwicklung und eigenst ndige betreuung von software komponenten java im team nach agilem vorgehensmodell scrum bevorzugt mit einem der folgenden sensordatenauswertung datenanalyse grafische benutzerschnittstellen gui
Java Softwareentwickler (m/w/d),Proaktive Mitarbeit in unserem Java-Team - Begleitung und Durchführung von gesamten Entwicklungsprozessen - Verantwortung für das System im Team und Entwicklung von Backend-Webservices für unsere Kundenprojekte - Evaluierung und Einführung neuer Technologien und Frameworks,proaktive mitarbeit unserem java team begleitung und durchf hrung von gesamten entwicklungsprozessen verantwortung f r da system im team und entwicklung von backend webservices f r unsere kundenprojekte evaluierung und einf hrung neuer technologien und framework
IT Network Engineer,"Betrieb, Optimierung und Weiterentwicklung unserer Netzwerk-Infrastruktur (WAN, LAN, WLAN, Security, Firewall) mit Komponenten von Cisco und MikroTik - Entwicklung und Implementierung des ""Next Generation Internet"" für Vorarlberg … abgeschlossene technische IT-Ausbildung",betrieb optimierung und weiterentwicklung unserer netzwerk infrastruktur wan lan wlan security firewall mit komponenten von cisco und mikrotik entwicklung und implementierung de next generation internet f r vorarlberg abgeschlossene technische ausbildung
Java Entwickler:in (w/m/d),Selbstständige Entwicklung von Software-Produkten im Java Umfeld - Sie arbeiten als Software Entwickler:in in einem SCRUM Team an der kontinuierlichen Verbesserung des Programms PHAROS für die Medizinmarktaufsicht - In Zusammenarbeit mit unseren Anforderungsanalyst:innen und Tester:innen setzen Sie Kund … ,selbstst ndige entwicklung von software produkten im java umfeld sie arbeiten al software entwickler einem scrum team der kontinuierlichen verbesserung de programms pharos f r die medizinmarktaufsicht zusammenarbeit mit unseren anforderungsanalyst innen und tester innen setzen sie kund
C# Softwareentwickler (m/w),"Design, Konzeption und Implementierung von Softwareanwendungen und speziellen Softwaretools, die Ihren Kollegen in der Projektrealisierung helfen … Abgeschlossene technische Ausbildung im Bereich Softwareentwicklung (HTL/FH/Uni)",design konzeption und implementierung von softwareanwendungen und speziellen softwaretools die ihren kollegen der projektrealisierung helfen abgeschlossene technische ausbildung im bereich softwareentwicklung htl fh uni
Cyber-Security-Tester (m/w/d) ab 20h/Woche,Konzeption und Implementierung von automatisierten Security Tests - Erarbeitung und Dokumentation von Testfällen - Erstellung von Testszenarien und Durchführung der Security Tests (Penetration Testing) an industriellen Geräten und Software,konzeption und implementierung von automatisierten security test erarbeitung und dokumentation von testf llen erstellung von testszenarien und durchf hrung der security test penetration testing industriellen ger ten und software
IT-Developer m/w/d,"Betreuung & Weiterentwicklung bestehender Anwendungen in Python oder SQL - Fehleranalyse & Sicherstellung der Codequalität - Implementieren & Pﬂege von Datenbankcodes in Form von gespeicherten Prozeduren, Skripten, Abfragen, Ansichten, Triggern, usw. Das Angebot",betreuung weiterentwicklung bestehender anwendungen python oder sql fehleranalyse sicherstellung der codequalit implementieren p ege von datenbankcodes form von gespeicherten prozeduren skripten abfragen ansichten triggern usw da angebot
Experienced Support Information Security Management,Sie unterstützen - unsere Kunden bei: Einführung und Verbesserung des ISMS mit Schwerpunkt ISO/IEC 27001 oder TISAX - Etablierung eines Informationssicherheits-Risikomanagements mit Schwerpunkt ISO/IEC 27005 - Durchführung von Risikobeurteilungen und Unterstützung bei der Risikobehandlung,sie unterst tzen unsere kunden bei einf hrung und verbesserung de ism mit schwerpunkt iso iec oder tisax etablierung eines informationssicherheits risikomanagements mit schwerpunkt iso iec durchf hrung von risikobeurteilungen und unterst tzung bei der risikobehandlung
IT-Techniker/in - Systemadministrator/in,"Installation, Inbetriebnahme, Wartung und Störungsbehebung unserer Client- und Serverumgebungen * Planung, Aufbau und Betreuung unserer Firmennetzwerke * Administration und Softwarebetreuung der internen IT-Infrastruktur * Mitarbeit in IT-Projekten zur stetigen Weiterentwicklung der Systeme",installation inbetriebnahme wartung und st rungsbehebung unserer client und serverumgebungen planung aufbau und betreuung unserer firmennetzwerke administration und softwarebetreuung der internen infrastruktur mitarbeit projekten zur stetigen weiterentwicklung der systeme
IT DevOps Data Engineer,"In dieser Position arbeiten Sie als Teil des innovativen ""Application & OT""-Teams mit an spannenden internationalen Digitalisierungs-Projekten im Automotive … Sie gestalten und betreuen die Weiterentwicklung der Azure Plattform und bringen sich mit Ihrem breiten Know-how und Ihrem Interesse im Security … ",dieser position arbeiten sie al teil de innovativen application ot team mit spannenden internationalen digitalisierungs projekten im automotive sie gestalt und betreuen die weiterentwicklung der azure plattform und bringen sich mit ihrem breiten know und ihrem interesse im security
IT - Application Manager (m/w/d) JAVA,"End-to-End-Verantwortung - Positionierung als verlässlicher Ansprechpartner (m/w/d) für JAVA-basierte Projekte und Dienstleistungen - Koordination aller Aktivitäten und Ressourcen für ein Projekt oder Dienstleistung (Plan, Build, Run) unter Einbeziehung externer Partner",end end verantwortung positionierung al verl sslicher ansprechpartner w f r java basierte projekte und dienstleistungen koordination aller aktivit ten und ressourcen f r ein projekt oder dienstleistung plan build run unter einbeziehung externer partner
IT-Solution Architect für Rechnernetze und verteilte Systeme - On Premise/Cloud (w/m/x),Ihre Aufgaben nach adäquater Einarbeitung: Bewertung und Analyse von IT-System Architekturen - Analyse der Technologieumgebung der Kelag und Auswahl des Technologie-Stacks - Erstellung von Lösungsprototypen im On Premise und Cloud Umfeld - Mitwirkung an der IT-Technologieauswahl der Kelag,ihre aufgaben nach ad quater einarbeitung bewertung und analyse von system architekturen analyse der technologieumgebung der kelag und auswahl de technologie stack erstellung von l sungsprototypen im premise und cloud umfeld mitwirkung der technologieauswahl der kelag
IT Data Center Engineer (all genders),"Montage und Demontage von Servern, Storage Systemen und Netzwerkkomponenten - Planung und Umsetzung der Verkabelung von Server-, Storage- und Netzwerkkomponenten (Strom, Twisted Pair und LWL) sowie schrankübergreifender LWL-Verkabelung … Verfügbarkeit und des störungsfreien Betriebs der IT Infrastruktur",montage und demontage von servern storage systemen und netzwerkkomponenten planung und umsetzung der verkabelung von server storage und netzwerkkomponenten strom twisted pair und lwl sowie schrank bergreifender lwl verkabelung verf gbarkeit und de st rungsfreien betriebs der infrastruktur
IT-Netzwerk-Techniker/in in,"Für dieses Team suchen wir zum nächstmöglichen Zeitpunkt eine:n Netzwerktechniker:in … Konfiguration und Betrieb von Netzwerkkomponenten - Netzwerkmanagement, -überwachung und -dokumentation - Konfiguration und Betrieb von Router- und Switching-Systemen sowie Firewalls und VPN",f r diesis team suchen wir zum n chstm glichen zeitpunkt eine n netzwerktechniker konfiguration und betrieb von netzwerkkomponenten netzwerkmanagement berwachung und dokumentation konfiguration und betrieb von router und switching systemen sowie firewall und vpn
EDV/IT - Experte (m/w/d),"Je nach Fachrichtung erwarten Sie spannende Positionen und Tätigkeiten bei unseren namhaften Kunden/AuftraggeberInnen in den folgenden Bereichen: Aufbau, Wartung und Betreuung von Netzwerken und/oder IT-Infrastrukture - Berechtigungsvergabe, Userverwaltung und Einrichtung von (IT)-Arbeitsplätzen",je nach fachrichtung erwarten sie spannende positionen und tigkeiten bei unseren namhaften kunden auftraggeberinnen den folgenden bereichen aufbau wartung und betreuung von netzwerken und oder infrastrukture berechtigungsvergabe userverwaltung und einrichtung von arbeitspl tzen
IT Enterprise Architect (w/m/x),"bringen Sie Ihre Erfahrung bei einem globalen Big-Player ein! Wels, Leonding, Rohrbach, Andorf - Vollzeit € 5.000 - € 6.500 … Als verlängerter Arm Ihres Arbeitgebers, sind Sie direkt in das Enterprise Architecture Board Ihres Kunden integriert",bringen sie ihre erfahrung bei einem globalen big player ein wels leonding rohrbach andorf vollzeit al verl ngerter arm ihres arbeitgebers sind sie direkt da enterprise architecture board ihres kunden integriert
Lehre Informationstechnologie* 2023,"Denn egal wer du bist, am Ende zählt bei uns nur, was du drauf hast … IT Systemtechnik bietet dir die Chance, während der Ausbildung die Bereiche IT Service Desk, Digital Workplace Services/Client, Datacenter Services und Network … ",denn egal wer du bist ende z hlt bei un nur du drauf hast systemtechnik bietet dir die chance w hrend der ausbildung die bereiche service desk digital workplace service client datacenter service und network
C#.NET Softwareentwickler (m/w/d) - Software Developer,"Entwicklung von modernen Multi-Tier Applikationen sowie Microservices im agilen Scrum Team … sind Sie im Austausch mit den anderen Fachbereichen und stehen in enger Zusammenarbeit mit den Testern, Webentwicklern und dem Basis Services Team",entwicklung von modernen multi tier applikationen sowie microservices im agilen scrum team sind sie im austausch mit den anderen fachbereichen und stehen enger zusammenarbeit mit den testern webentwicklern und dem basis service team
IT-Leitung (w/m/x),"Gesamtverantwortung der IT für alle Standorte sowie aktive Mitgestaltung der IT-Strategie - Personelle, organisatorische und fachliche Leitung von ca. 15 Personen - Forcierung der digitalen Transformation von Geschäftsbereichen",gesamtverantwortung der f r alle standorte sowie aktive mitgestaltung der strategie personelle organisatorische und fachliche leitung von ca personen forcierung der digitalen transformation von gesch ftsbereichen
Senior Java Web Developer,Grow on your personal and professional level by exchange knowledge with other teams - Participation in international customer projects - Technologien und Skills - .NET - C - Oracle - jQuery - PrimeFaces - HTML - Java EE - Angular - MySQL - JPA - Java - Java Server Faces - MS SQL-Server - JavaScript - PostgreSQL - Unsere Erwartungen an dich,grow personal professional level exchange knowledge team participation international customer project technologien und skill net c oracle jquery primefaces html java ee angular mysql jpa java java server face m sql server javascript postgresql unsere erwartungen dich
IT-Allrounder und Cloud Network Engineer (all genders),"Administration von EDV, Cloud - Infrastruktur - Erweiterung und Administration, komplexen Netzwerklösungen (LAN, WLAN, Routing, Switching, Firewall) sowie technische Dokumentation des Netzwerkes - Umsetzung von Security-Maßnahmen und -Standards",administration von edv cloud infrastruktur erweiterung und administration komplexen netzwerkl sungen lan wlan routing switching firewall sowie technische dokumentation de netzwerkes umsetzung von security nahmen und standard
IT System Engineer/Systemadministrator (m/w) für technische Umsetzung von internen IT-Projekten,"Mitarbeit bei der Betreuung einer riesigen und sehr vielfältigen Systemlandschaft mit Fokus auf Server inkl. Virtualisierung, Storage und Backup * Erarbeitung und Umsetzung neuer IT Infrastrukturkonzepte für das Rechenzentrum",mitarbeit bei der betreuung einer riesigen und sehr vielf ltigen systemlandschaft mit fokus auf server inkl virtualisierung storage und backup erarbeitung und umsetzung neuer infrastrukturkonzepte f r da rechenzentrum
Senior Angular Frontend Developer (m/f/d),We're currently looking to further develop our product and company by recruiting a … As a senior frontend developer your main responsibility will be to … and implement new features for the Angular frontend of our information management system,currently looking develop product company recruiting senior frontend developer main responsibility implement new feature angular frontend information management system
Senior Java Software Developer," … Computing, das neue Wege zur Verarbeitung immenser Datennutzlasten, Speicher und angewandter Analysen mit Java, Kafka, Spark, Lucene und Kubernetes findet. Anwendungssicherheit – Schwachstellenerkennung und Risikobewertung für Cloud-native Anwendungen über den gesamten Softwareentwicklungslebenszyklus … ",computing da neue wege zur verarbeitung immenser datennutzlasten speicher und angewandter analysen mit java kafka spark lucene und kubernetes findet anwendungssicherheit schwachstellenerkennung und risikobewertung f r cloud native anwendungen ber den gesamten softwareentwicklungslebenszyklus
Senior Java Fullstack Developer (w/m/d),In Projekten für unsere Kunden aus den unterschiedlichsten Branchen gestaltest du komplexe IT Systemlandschaften der Zukunft mit. * Unsere Entwicklungsteams arbeiten selbstständig und betreuen den Kunden End-to-End und autonom,projekten f r unsere kunden au den unterschiedlichsten branchen gestaltest du komplexe systemlandschaften der zukunft mit unsere entwicklungsteams arbeiten selbstst ndig und betreuen den kunden end end und autonom
Senior Software Developer C# .NET,Entwicklung von neuer Features im Frontend und Backend Entwicklung von Software- und Software Architektur Designs - Definition und Kontrolle von Coding- und Qualitätsstandards - Entwicklung neuer Konzepte für Softwarelösungen,entwicklung von neuer feature im frontend und backend entwicklung von software und software architektur design definition und kontrolle von coding und qualit tsstandards entwicklung neuer konzepte f r softwarel sungen
IT-Softwareentwickler (w/m/d),"Betreuung, Support und Weiterentwicklung von Anwendungen und Schnittstellen * Aufbereitung und Beteiligung an Software- Architekturdesign und Technologieentscheidungen * Anforderungsanalyse und -spezifikation, technische Konzeption und Umsetzung neuer Lösungen und Features … Abgeschlossene IT-Ausbildung",betreuung support und weiterentwicklung von anwendungen und schnittstellen aufbereitung und beteiligung software architekturdesign und technologieentscheidungen anforderungsanalyse und spezifikation technische konzeption und umsetzung neuer l sungen und feature abgeschlossene ausbildung
Junior Systemadministrator:in,Betreuung und Weiterentwicklung der bestehenden IT-Infrastruktur im hauseigenen Rechenzentrum - Wartung und Administration von Komponenten aktueller Kundenprojekte - Implementierung und Optimierung unserer Services - Monitoring und Reporting,betreuung und weiterentwicklung der bestehenden infrastruktur im hauseigenen rechenzentrum wartung und administration von komponenten aktueller kundenprojekte implementierung und optimierung unserer service monitoring und reporting
It-systemadministrator (m/w/d),Bewerben Sie sich jetzt und werden Sie Teil unseres erfolgreichen Teams! IT-SYSTEMADMINISTRATOR - Ihr Gestaltungsbereich: Mitarbeit für Störungsbeseitigung im Second Level Support als Unterstützung bei Projekten - Installation und Administration der eingesetzten IT- und Kommunikationssysteme,bewerben sie sich jetzt und werden sie teil unseres erfolgreichen team systemadministrator ihr gestaltungsbereich mitarbeit f r st rungsbeseitigung im second level support al unterst tzung bei projekten installation und administration der eingesetzten und kommunikationssysteme
Softwareentwickler (m/w/d),Aufgrund unseres internationalen Erfolges und stetigen Wachstums erweitern wir ab sofort unser bestehendes Team in der Softwareentwicklung und suchen einen … DAS SPANNENDE AUFGABENGEBIET UMFASST FOLGENDE HAUPTAUFGABEN: Customizing und Weiterentwicklung von Architektur- und Softwarelösungen,aufgrund unseres internationalen erfolges und stetigen wachstums erweitern wir ab sofort unser bestehendes team der softwareentwicklung und suchen einen da spannende aufgabengebiet umfasst folgende hauptaufgaben customizing und weiterentwicklung von architektur und softwarel sungen
IT Architekt (m/w/d) - im Automotive-Umfeld,"Erstellung von Softwarearchitekturen - Erarbeitung von standardisierten Software Funktionalitäten, Architekturen und Methoden … Abgeschlossene technische Ausbildung (HTL, FH, TU) idealerweise im Bereich Software Engineering, IT oder ähnliches",erstellung von softwarearchitekturen erarbeitung von standardisierten software funktionalit ten architekturen und methoden abgeschlossene technische ausbildung htl fh tu idealerweise im bereich software engineering oder hnliches
Front End Developer React,"Du bist Teil unseres agilen Entwicklungsteams und unterstützt uns bei der Weiterentwicklung von MOXIS, um es für unsere Kunden noch einfacher zu machen, ihre … Du unterstützt uns bei der Skalierung unseres Produkts, sowohl in modernen Cloud-Infrastrukturen, als auch in on-Premise-Installationen",du bist teil unseres agilen entwicklungsteams und unterst tzt un bei der weiterentwicklung von moxis um e f r unsere kunden noch einfacher zu machen ihre du unterst tzt un bei der skalierung unseres produkts sowohl modernen cloud infrastrukturen al auch premise installationen
Projektmanager:in Cyber Security,"Sie planen und steuern Projekte zur Cyber Security im gesamten Konzern - Sie unterstützen die Security-Expert:innen im Projektmanagement oder übernehmen selbst die Projektleitung … Abstimmung mit den beteiligten Stakeholder:innen – Geschäftsbereiche, IT-Betrieb, Management – ist Bestandteil Ihrer Aufgaben",sie planen und steuern projekte zur cyber security im gesamten konzern sie unterst tzen die security expert innen im projektmanagement oder bernehmen selbst die projektleitung abstimmung mit den beteiligten stakeholder innen gesch ftsbereiche betrieb management ist bestandteil ihrer aufgaben
Full Stack Entwickler C#/.Net (m/w/d),"Kontinuierliche Weiterentwicklung der firmeneigenen Produkte in enger Zusammenarbeit mit dem Entwicklungsteam sowie dem Product Owner … Abgeschlossene technische Ausbildung (HTL, FH, Uni) im Bereich Informatik oder einer ähnlichen Fachrichtung",kontinuierliche weiterentwicklung der firmeneigenen produkte enger zusammenarbeit mit dem entwicklungsteam sowie dem product owner abgeschlossene technische ausbildung htl fh uni im bereich informatik oder einer hnlichen fachrichtung
(Senior) Software Developer (w/m/d),"Entwicklung von Anwendungen, um Artikeldaten sowohl für Geschäfts- als auch für andere IT-Produkte auf standardisierte und konsistente Weise bereitzustellen - Konzeption, Design, Dokumentation und Implementierung erfolgen in einem agilen, funktionsübergreifenden Team",entwicklung von anwendungen um artikeldaten sowohl f r gesch ft al auch f r andere produkte auf standardisierte und konsistente weise bereitzustellen konzeption design dokumentation und implementierung erfolgen einem agilen funktions bergreifenden team
Softwareentwickler Testsysteme (m/w/d),"Prüfsystementwicklung von Hardwarekomponenten für elektronische Mautprojekte und intelligente Verkehrssysteme - Weiterentwicklung von Prüf- und Initialisierungs Equipment für DSRC Onboardunits und Roadside Transceivern … technische Ausbildung (HTL, FH, TU) idealerweise im Bereich IT/Informatik o.ä",pr fsystementwicklung von hardwarekomponenten f r elektronische mautprojekte und intelligente verkehrssysteme weiterentwicklung von pr f und initialisierungs equipment f r dsrc onboardunits und roadside transceivern technische ausbildung htl fh tu idealerweise im bereich informatik
IT-Systemadministrator (m/w/d),"Administration Linux/Unix/Systeme Administration Netzwerk (Schwerpunkt Fortigate und Unifi) - First, Second und Third – Level Support (Windows und MAC OS) … IT-begeisterte Persönlichkeit mit abgeschlossener IT-Ausbildung, einschlägigem (FH)-Studium oder vergleichbarer Qualifikation bzw. Erfahrung",administration linux unix systeme administration netzwerk schwerpunkt fortigate und unifi first second und third level support window und mac o begeisterte pers nlichkeit mit abgeschlossener ausbildung einschl gigem fh studium oder vergleichbarer qualifikation bzw erfahrung
Software Architekt (m/w/d) Java,"Konzeption, Design, Umsetzung und Dokumentation von Software- und Systemarchitekturen im Rahmen von internen Projekten * Sie entwickeln Architekturen von IT Systemen und kommunizieren diese an alle Stakeholder … IT-orientierte Ausbildung",konzeption design umsetzung und dokumentation von software und systemarchitekturen im rahmen von internen projekten sie entwickeln architekturen von systemen und kommunizieren diese alle stakeholder orientierte ausbildung
Software Entwickler im ERP Umfeld (w/m/x),"Erarbeitung von technischen Lösungen bei Problemstellungen auf Kundenseite - Enge Zusammenarbeit und Austausch mit dem Projektteam bzw. Consultants - #must-haves - Abgeschlossene IT-Ausbildung (HTL, HAK-IT, Lehre, Studium o.ä) … mit objektorientierten Programmiersprachen (z.B. Java, .NET, C#) und Datenbanken (MS … ",erarbeitung von technischen l sungen bei problemstellungen auf kundenseite enge zusammenarbeit und austausch mit dem projektteam bzw consultant abgeschlossene ausbildung htl hak lehre studium mit objektorientierten programmiersprachen z b java net c und datenbanken m
IT-Techniker*in (m/w/d),"Installation, Konfiguration, Support und Wartung unserer Drucker- und Kopiererlandschaften - Fehlersuche und Fehlerbehebung im Hardwarebereich - Beratung und Findung von Lösungsansätzen … IT-Ausbildung oder Erfahrung im IT-Bereich",installation konfiguration support und wartung unserer drucker und kopiererlandschaften fehlersuche und fehlerbehebung im hardwarebereich beratung und findung von l sungsans tzen ausbildung oder erfahrung im bereich
Systemadministrator (w/m/x),Klassische Tätigkeiten in der Systemadministration (Server/Client) und Fokus Netzwerktechnik - Softwarefreigabe und -validierung - Umsetzung div. Sicherheitskonzepte Stichwort Awareness Trainings und Firewalling - Koordination externer Dienstleiter,klassische tigkeiten der systemadministration server client und fokus netzwerktechnik softwarefreigabe und validierung umsetzung div sicherheitskonzepte stichwort awareness training und firewalling koordination externer dienstleiter
Java Kotlin Junior Developer,Sie steigen ein in die Umsetzung interessanter und branchenfokussierter Software Projekte. Zu Beginn Ihrer Tätigkeit bei uns eignen Sie sich das nötige Wissen über Ihr zukünftiges Fachgebiet an und beginnen mit der Einarbeitung in unseren … Angular,sie steigen ein die umsetzung interessanter und branchenfokussierter software projekte zu beginn ihrer tigkeit bei un eignen sie sich da n tige wissen ber ihr zuk nftiges fachgebiet und beginnen mit der einarbeitung unseren angular
Softwareentwickler (remote) (m/w/d),"(Weiter-)entwicklung eines multidimensionalen Termin- und Ressourcenverwaltungssystem für physikalische Institute - Schnittstellenerweiterung (Trainingsgeräte, Terminals und APIs) … Mehrjährige Erfahrung mit Programmiersprachen (z.B.: Java, PHP, HTML, und weitere)",weiter entwicklung eines multidimensionalen termin und ressourcenverwaltungssystem f r physikalische institute schnittstellenerweiterung trainingsger te terminal und apis mehrj hrige erfahrung mit programmiersprachen z b java php html und weitere
IT-Business Continuity Manager:in,"Wien-Landstraße - req13394 - Jetzt bewerben - Wir möchten neue Wege gehen. Und neue Wege schaffen … Damit wir auch morgen alle ÖBB Gesellschaften in den Themen IT, Personal, Finanz- und Rechnungswesen zuverlässig beraten und betreuen können",wien landstra e req jetzt bewerben wir chten neue wege gehen und neue wege schaffen damit wir auch morgen alle bb gesellschaften den themen personal finanz und rechnungswesen zuverl ssig beraten und betreuen k nnen
